Student_ID,Name,Class,Math,Science,English,History,Geography
S0421,Michael Davis,8,79.4,73.1,72.7,86.1,63.3
S0422,Olivia Smith,10,95.3,99.4,90.3,85.3,86.3
S0423,John Smith,8,64.1,60.7,53.1,57.7,64.5
S0424,Emma Smith,10,76.1,76.9,64.8,66.5,64.0
S0425,Noah Lee,9,33.3,27.2,36.8,39.5,31.5
S0426,Olivia Taylor,9,72.1,70.1,66.9,82.1,71.0
S0427,Olivia Wilson,8,52.5,40.5,50.2,51.3,47.4
S0428,Michael Taylor,9,69.7,65.3,81.3,84.4,60.4
S0429,Emma Smith,10,37.2,38.3,39.0,47.6,40.1
S0430,Ava Taylor,8,71.4,68.3,83.5,72.2,82.0
S0431,Olivia Clark,8,75.3,72.1,86.3,88.4,73.4
S0432,John Taylor,9,56.2,41.6,41.1,66.5,49.9
S0433,Noah Davis,8,46.5,28.5,38.4,63.2,36.2
S0434,Noah Taylor,8,25.6,22.5,24.2,40.4,38.4
S0435,Sarah Smith,9,55.8,66.2,54.3,61.3,60.4
S0436,Sarah Wilson,9,46.4,43.3,55.4,54.4,49.3
S0437,John Smith,9,48.4,29.6,45.5,45.2,41.3
S0438,Ava Lee,10,73.3,87.0,82.7,86.0,63.0
S0439,David Davis,10,51.3,53.1,60.7,61.7,49.9
S0440,David Davis,8,54.7,50.8,44.6,51.8,36.5
S0441,John Taylor,9,52.0,61.7,39.9,56.9,48.0
S0442,Sarah Wilson,8,71.3,87.8,83.1,79.9,93.4
S0443,Noah Davis,8,83.2,62.9,75.3,73.7,69.2
S0444,John Wilson,8,59.0,61.5,64.8,64.4,67.0
S0445,John Brown,9,72.0,62.4,92.2,89.1,68.6
S0446,John Davis,10,47.2,66.4,56.8,44.9,52.9
S0447,David Clark,10,75.1,53.2,72.2,66.3,57.7
S0448,Ava Lee,9,67.9,59.4,60.1,60.8,68.1
S0449,David Smith,10,48.3,49.6,53.8,63.6,58.3
S0450,John Lee,8,76.7,60.4,71.6,83.3,91.0
S0451,John Smith,10,49.0,63.7,46.7,65.9,58.0
S0452,Emma Clark,10,88.7,92.9,77.6,75.2,68.8
S0453,Sarah Davis,8,74.2,70.4,77.1,78.8,79.7
S0454,Sarah Wilson,9,0.8,8.2,10.0,17.5,35.8
S0455,Michael Smith,10,87.3,66.5,94.0,88.7,71.4
S0456,Noah Wilson,9,32.2,14.7,17.5,19.1,9.9
S0457,Sarah Clark,10,68.2,53.0,41.7,56.0,53.6
S0458,David Johnson,10,96.5,76.6,81.4,82.9,78.5
S0459,David Taylor,9,52.2,62.1,62.6,63.9,57.7
S0460,Michael Davis,8,49.2,45.1,49.7,39.6,31.5
S0461,Noah Lee,9,42.1,50.5,45.2,46.0,59.1
S0462,Sarah Wilson,8,83.6,79.3,88.5,95.5,70.4
S0463,Emma Clark,9,24.5,25.8,36.2,56.3,33.1
S0464,David Brown,9,78.3,88.8,72.9,73.8,91.8
S0465,Sarah Lee,9,59.1,64.6,53.2,54.4,64.3
S0466,David Davis,8,53.5,53.4,55.3,38.7,38.5
S0467,Michael Davis,8,62.5,62.4,65.6,55.2,45.3
S0468,Sarah Clark,10,51.3,37.8,51.7,56.3,47.3
S0469,Emma Wilson,8,68.5,67.8,91.2,84.0,73.2
S0470,Sarah Lee,8,74.6,71.1,85.6,78.5,78.8
S0471,Ava Johnson,10,31.9,29.4,43.4,42.1,26.7
S0472,Olivia Johnson,8,65.9,65.0,51.7,53.4,65.4
S0473,Emma Smith,9,61.0,54.4,65.4,49.6,52.5
S0474,Olivia Wilson,8,94.5,94.9,90.4,85.9,87.6
S0475,Olivia Brown,8,37.8,47.0,40.7,31.1,55.3
S0476,John Brown,9,69.2,92.7,85.7,81.8,87.6
S0477,David Johnson,9,50.7,74.5,66.9,55.9,59.1
S0478,Noah Lee,8,58.2,50.6,33.4,52.9,42.4
S0479,Sarah Davis,8,51.4,55.1,60.2,56.5,53.0
S0480,Olivia Johnson,8,46.6,64.4,44.9,57.5,51.8
S0481,Emma Johnson,9,58.1,45.9,48.0,30.3,38.4
S0482,Noah Wilson,10,77.0,64.5,62.7,55.0,50.7
S0483,Olivia Lee,8,45.9,39.1,43.6,51.1,41.3
S0484,David Brown,8,28.2,36.1,24.5,8.3,33.4
S0485,Olivia Smith,9,58.3,69.2,58.0,69.1,60.4
S0486,Michael Johnson,9,38.4,36.1,51.7,22.0,46.2
S0487,Sarah Johnson,8,66.2,63.8,64.4,60.1,69.0
S0488,Emma Wilson,8,54.2,35.1,53.7,43.7,56.9
S0489,John Lee,9,57.3,51.0,51.3,59.9,62.5
S0490,Michael Lee,9,100.0,97.1,100.0,100.0,100.0
S0491,David Davis,9,56.9,60.5,75.3,48.1,80.0
S0492,David Davis,8,75.4,88.4,62.7,74.9,84.1
S0493,David Davis,10,34.6,36.4,36.4,22.5,44.6
S0494,David Brown,9,34.8,51.7,40.4,58.4,60.6
S0495,Emma Taylor,9,51.8,69.1,77.8,67.2,67.2
S0496,Michael Lee,8,40.9,33.0,65.5,50.0,48.7
S0497,Emma Johnson,10,84.2,73.9,80.6,72.6,77.2
S0498,David Davis,10,47.1,54.0,29.2,52.4,51.1
S0499,David Brown,8,62.3,55.8,65.7,49.2,55.1
S0500,Olivia Lee,10,71.6,49.4,48.8,66.0,54.5
S0501,Noah Davis,10,57.9,78.5,62.7,64.8,49.2
S0502,David Clark,8,54.9,65.9,60.2,43.9,68.9
S0503,Emma Clark,10,63.5,65.2,63.1,73.8,59.3
S0504,Noah Lee,8,55.7,58.0,57.7,61.1,65.3
S0505,Ava Lee,8,53.9,51.7,48.5,68.9,65.3
S0506,Michael Taylor,8,60.4,66.7,74.2,82.9,75.6
S0507,Emma Brown,9,80.5,61.3,65.9,62.8,80.8
S0508,David Taylor,9,58.5,55.6,55.1,63.3,54.0
S0509,Sarah Johnson,9,74.8,53.6,55.9,59.5,77.7
S0510,John Smith,8,77.9,69.9,80.9,90.4,86.8
S0511,John Smith,8,69.9,49.1,60.2,65.1,63.3
S0512,Noah Taylor,10,60.1,62.2,49.2,61.9,71.9
S0513,Noah Smith,10,66.8,69.0,75.0,65.5,57.7
S0514,John Brown,10,87.9,100.0,70.6,92.1,90.2
S0515,David Brown,8,44.9,38.6,40.4,54.4,55.5
S0516,Sarah Wilson,10,80.3,80.1,72.8,77.7,62.8
S0517,Ava Brown,10,28.8,37.6,36.3,31.9,39.6
S0518,John Davis,9,67.9,66.8,73.4,64.4,73.1
S0519,Olivia Smith,8,85.7,96.6,99.6,86.2,100.0
S0520,Sarah Taylor,10,91.6,79.4,67.5,62.0,60.6
S0521,Ava Taylor,9,67.4,70.7,72.8,62.1,81.0
S0522,Sarah Brown,8,68.8,54.4,58.0,68.4,52.0
S0523,Ava Wilson,8,64.3,63.0,52.2,64.2,62.3
S0524,Emma Lee,9,63.4,50.4,76.6,67.0,51.6
S0525,Ava Smith,8,42.3,46.4,41.3,33.0,44.1
S0526,David Brown,8,57.2,55.8,64.1,65.3,64.0
S0527,David Clark,9,70.3,59.6,71.7,67.3,59.7
S0528,John Clark,10,65.8,56.6,55.3,49.3,59.0
S0529,Sarah Taylor,8,54.3,62.1,48.5,53.9,47.2
S0530,Sarah Brown,9,54.7,36.4,50.3,39.7,33.9
S0531,Noah Davis,10,76.8,73.9,59.2,54.7,67.4
S0532,Emma Davis,10,87.1,65.9,73.6,81.5,76.8
S0533,Noah Johnson,10,68.6,66.7,64.6,71.1,66.9
S0534,Olivia Davis,8,100.0,75.3,75.4,78.3,81.1
S0535,Michael Smith,10,62.9,71.6,70.2,59.1,72.4
S0536,Ava Wilson,10,65.5,66.2,80.3,59.9,80.3
S0537,Noah Lee,8,60.6,78.4,67.5,72.1,67.8
S0538,Sarah Wilson,9,82.6,62.0,70.2,76.8,55.6
S0539,Ava Wilson,9,63.5,51.7,57.3,58.5,57.5
S0540,Sarah Taylor,9,98.2,90.8,93.7,89.8,100.0
S0541,Olivia Clark,8,68.2,60.2,56.1,60.0,46.5
S0542,Olivia Lee,10,60.2,61.9,52.4,54.3,47.6
S0543,Emma Taylor,10,88.1,74.5,66.8,79.3,66.6
S0544,Noah Clark,9,57.0,87.3,72.9,74.3,67.8
S0545,Ava Wilson,10,40.8,54.4,44.8,19.0,36.8
S0546,David Johnson,9,79.7,80.9,70.6,87.7,89.0
S0547,Noah Johnson,10,48.1,61.3,50.7,55.9,51.1
S0548,Michael Smith,9,56.1,51.4,51.0,36.3,35.0
S0549,Noah Taylor,9,82.3,77.7,77.9,82.9,81.7
S0550,John Johnson,8,81.3,84.7,77.8,78.7,74.0
S0551,Sarah Johnson,9,64.0,48.1,51.4,32.0,33.5
S0552,Olivia Wilson,8,91.0,95.9,83.7,99.5,89.0
S0553,Michael Wilson,8,72.6,81.4,64.6,82.0,72.7
S0554,Emma Clark,8,66.2,79.0,78.6,65.6,62.1
S0555,Olivia Smith,10,98.7,92.2,93.7,83.9,92.1
S0556,Ava Wilson,8,63.4,67.0,64.6,60.1,62.7
S0557,Emma Brown,10,59.9,77.0,57.5,73.2,76.8
S0558,Emma Johnson,10,63.3,62.6,50.8,42.7,58.7
S0559,Olivia Lee,8,77.7,72.1,65.2,83.2,68.3
S0560,Ava Johnson,9,56.7,73.1,80.1,71.7,73.8
S0561,John Smith,9,55.8,67.2,59.4,64.9,66.6
S0562,Michael Wilson,9,64.8,55.7,61.5,39.1,62.5
S0563,Noah Taylor,10,70.7,56.6,64.3,66.3,62.7
S0564,Noah Davis,9,58.2,51.9,55.9,69.2,70.4
S0565,David Davis,9,42.7,37.0,40.7,33.4,44.4
S0566,Sarah Davis,9,42.0,34.1,20.9,45.8,53.8
S0567,Noah Taylor,10,80.3,69.3,73.5,75.2,84.8
S0568,David Smith,9,12.9,28.8,22.4,18.6,25.3
S0569,Ava Brown,9,62.0,67.3,75.3,75.5,66.6
S0570,Ava Lee,10,59.9,59.3,42.7,40.1,61.8
S0571,Olivia Brown,10,85.5,76.5,95.6,89.1,84.9
S0572,Olivia Taylor,10,62.1,53.8,64.1,70.5,70.9
S0573,Michael Johnson,10,66.1,80.6,86.0,87.5,76.6
S0574,David Taylor,9,61.9,63.8,58.6,62.2,55.8
S0575,Ava Taylor,10,76.0,61.4,75.3,64.8,63.5
S0576,Michael Lee,8,81.1,78.5,65.4,72.1,67.5
S0577,Sarah Clark,8,59.1,75.6,63.7,55.6,62.5
S0578,Michael Lee,9,80.6,81.2,75.2,85.7,74.8
S0579,John Taylor,10,42.8,44.0,36.3,43.0,58.3
S0580,Sarah Brown,9,69.5,68.7,61.1,76.2,59.8
S0581,David Johnson,9,90.2,80.9,80.2,97.2,81.2
S0582,Noah Lee,9,75.0,74.8,69.4,75.5,85.2
S0583,David Smith,8,88.9,95.8,99.1,85.3,78.8
S0584,John Johnson,9,49.2,41.6,38.7,42.4,69.3
S0585,Olivia Clark,9,44.9,35.6,26.3,49.5,39.9
S0586,Ava Davis,9,46.5,48.3,60.5,49.0,50.6
S0587,Sarah Wilson,9,79.8,74.6,83.2,83.0,80.5
S0588,John Brown,8,77.5,68.8,65.0,69.1,79.2
S0589,Michael Wilson,10,74.1,65.6,67.0,73.7,69.2
S0590,Michael Smith,9,58.8,47.9,55.6,46.2,55.4
S0591,David Clark,8,85.6,84.8,81.0,71.8,81.8
S0592,Ava Johnson,9,38.3,45.0,47.0,42.6,59.9
S0593,Sarah Brown,9,76.7,87.1,92.7,74.4,88.1
S0594,Emma Lee,8,100.0,100.0,100.0,100.0,100.0
S0595,David Smith,8,67.7,75.8,71.5,70.5,78.5
S0596,Sarah Brown,8,65.6,77.7,74.6,79.9,60.3
S0597,Emma Davis,9,54.0,64.4,55.3,53.2,78.4
S0598,David Davis,10,32.6,42.1,33.3,28.0,31.8
S0599,Ava Clark,10,50.4,60.5,56.3,53.9,67.7
S0600,Noah Lee,9,45.4,47.1,48.2,56.7,48.1
S0601,Olivia Johnson,10,51.7,44.2,33.9,38.1,50.7
S0602,Olivia Taylor,8,94.6,100.0,99.4,86.0,87.4
S0603,Ava Clark,10,89.5,64.5,62.0,71.0,74.8
S0604,David Davis,9,72.8,66.4,69.7,75.5,69.4
S0605,Michael Clark,10,58.1,61.9,58.1,73.6,73.1
S0606,David Taylor,10,62.7,66.0,65.5,65.5,66.1
S0607,Sarah Taylor,9,82.9,74.2,63.9,86.0,88.3
S0608,John Smith,8,68.4,64.3,72.0,70.6,47.6
S0609,David Davis,9,90.5,73.1,68.5,64.7,73.2
S0610,Noah Johnson,10,55.5,44.5,72.0,54.6,65.5
S0611,Ava Lee,10,66.8,58.2,56.1,51.3,61.7
S0612,Olivia Davis,10,44.6,41.6,42.5,32.2,50.6
S0613,Sarah Clark,8,21.2,32.5,49.1,40.1,30.8
S0614,John Clark,9,67.4,72.5,59.0,63.5,61.6
S0615,Emma Brown,8,76.4,56.6,76.2,66.9,75.8
S0616,Noah Davis,10,38.0,38.2,45.1,24.1,26.6
S0617,Olivia Davis,10,64.8,44.0,68.2,81.3,69.6
S0618,Ava Brown,8,52.5,62.4,66.8,59.1,63.6
S0619,John Smith,9,20.8,27.7,37.7,47.3,23.6
S0620,Michael Smith,10,59.1,46.7,45.3,39.2,53.5
S0621,David Taylor,10,68.2,80.8,64.0,65.4,81.7
S0622,Olivia Johnson,9,62.7,78.5,66.5,54.0,79.9
S0623,Olivia Clark,8,48.8,47.6,47.7,49.8,45.9
S0624,Noah Johnson,10,63.8,65.0,66.2,59.1,74.9
S0625,Michael Clark,10,78.0,90.0,87.4,73.2,88.7
S0626,Emma Johnson,9,83.7,77.7,88.3,66.9,77.1
S0627,John Taylor,10,54.6,57.3,56.1,70.1,58.3
S0628,Ava Smith,8,50.7,44.2,52.0,63.6,52.8
S0629,Emma Lee,9,56.6,51.8,43.8,69.8,62.0
S0630,David Taylor,8,80.6,78.9,89.1,67.4,72.5
S0631,Michael Clark,10,78.4,86.7,71.0,70.3,60.2
S0632,Sarah Taylor,10,70.1,76.0,79.3,65.2,62.0
S0633,Emma Smith,10,75.0,61.4,56.8,64.8,74.2
S0634,John Brown,9,72.2,69.0,78.5,74.3,74.1
S0635,Olivia Smith,8,81.5,71.3,71.0,70.6,69.6
S0636,Michael Smith,8,68.9,63.8,75.9,86.1,87.9
S0637,Olivia Davis,9,90.0,83.7,87.9,87.3,68.9
S0638,Noah Davis,10,47.3,59.1,71.0,45.8,52.2
S0639,Ava Taylor,8,52.6,40.0,28.9,44.5,35.1
S0640,John Taylor,10,94.8,88.3,81.9,89.7,93.1
S0641,Ava Davis,8,61.4,74.0,62.5,66.9,79.4
S0642,Sarah Taylor,9,33.8,39.3,50.8,32.3,27.3
S0643,Sarah Smith,8,60.2,47.8,62.3,49.5,58.5
S0644,Olivia Wilson,9,86.2,92.6,76.7,91.7,86.0
S0645,John Lee,9,60.4,58.1,61.2,63.4,59.4
S0646,Emma Taylor,8,57.6,63.4,50.7,58.6,56.1
S0647,Sarah Smith,9,93.9,68.5,94.9,85.7,91.2
S0648,Olivia Lee,10,49.7,58.9,45.6,68.2,51.4
S0649,Michael Davis,10,42.3,64.4,50.5,63.1,57.3
S0650,David Smith,8,62.3,69.0,73.7,63.0,73.3
S0651,Noah Johnson,10,73.5,76.1,70.1,69.5,63.8
S0652,Ava Clark,10,83.1,77.8,71.5,71.6,81.3
S0653,David Davis,10,92.9,74.8,80.1,81.1,89.3
S0654,Michael Wilson,9,74.8,73.0,74.9,63.0,70.1
S0655,Sarah Taylor,10,75.5,66.8,86.4,76.7,61.3
S0656,David Brown,9,67.2,56.4,65.9,72.9,60.3
S0657,Noah Taylor,8,61.1,75.4,72.8,55.9,68.0
S0658,Olivia Brown,8,65.9,74.9,65.5,58.1,58.0
S0659,Ava Lee,10,62.2,63.2,63.2,65.0,66.0
S0660,Sarah Johnson,8,67.8,71.9,83.0,74.3,66.5
S0661,John Brown,9,77.0,69.1,75.7,90.3,79.1
S0662,David Clark,10,67.6,72.0,54.7,74.1,67.4
S0663,Noah Wilson,8,58.0,44.5,49.8,60.0,39.3
S0664,Ava Smith,9,70.9,69.3,65.8,64.4,69.3
S0665,Ava Brown,8,66.9,70.9,60.9,62.7,64.5
S0666,Sarah Davis,9,72.9,67.8,80.3,56.9,72.6
S0667,Sarah Taylor,8,100.0,100.0,100.0,100.0,97.6
S0668,David Clark,10,60.3,54.6,68.0,60.9,50.6
S0669,Ava Brown,8,66.3,70.4,74.3,82.4,66.0
S0670,Noah Johnson,10,85.5,74.7,83.1,80.8,78.2
S0671,David Wilson,10,72.3,75.1,59.5,65.8,67.1
S0672,John Lee,10,97.4,96.7,100.0,100.0,100.0
S0673,Emma Clark,10,59.8,62.1,59.5,66.5,57.8
S0674,Noah Davis,8,65.6,70.0,59.6,58.8,67.2
S0675,Ava Lee,10,48.4,44.2,48.3,58.5,49.8
S0676,John Johnson,9,50.8,54.9,57.2,59.6,79.8
S0677,Sarah Clark,10,79.5,80.4,72.7,60.9,63.2
S0678,Emma Johnson,10,87.5,80.6,82.6,62.3,74.5
S0679,Michael Wilson,9,74.8,62.4,65.9,69.4,96.9
S0680,John Brown,9,100.0,88.0,89.3,97.1,88.9
S0681,John Smith,8,62.4,62.7,62.4,77.3,52.8
S0682,Michael Wilson,8,84.3,87.7,37.1,62.9,66.8
S0683,David Smith,9,100.0,100.0,100.0,100.0,100.0
S0684,Michael Johnson,10,73.7,68.7,80.3,71.4,79.0
S0685,Olivia Davis,9,50.7,65.2,40.4,61.5,52.2
S0686,Olivia Brown,9,57.3,39.6,55.2,50.7,50.8
S0687,Sarah Johnson,8,57.0,51.1,63.0,46.2,63.2
S0688,Olivia Clark,9,79.5,96.3,74.3,75.0,84.9
S0689,Olivia Taylor,9,73.8,58.6,59.6,43.1,67.4
S0690,David Lee,10,69.4,53.6,57.0,77.7,70.9
S0691,Olivia Brown,10,66.5,61.2,77.4,59.3,60.8
S0692,Michael Clark,9,69.8,88.7,76.4,70.7,82.0
S0693,Sarah Wilson,10,55.2,54.9,52.2,42.4,61.5
S0694,David Brown,9,47.1,41.5,59.0,46.6,49.3
S0695,Olivia Clark,10,64.1,63.5,74.3,83.1,83.4
S0696,Michael Lee,9,68.8,70.5,68.0,91.8,81.8
S0697,Olivia Davis,8,92.1,73.6,65.5,57.4,72.4
S0698,Emma Lee,9,50.3,63.2,56.4,49.6,54.5
S0699,David Davis,8,64.6,84.7,71.2,68.0,77.3
S0700,John Brown,8,47.9,57.1,36.6,61.4,43.5
S0701,Noah Wilson,10,56.6,46.4,56.6,59.3,56.3
S0702,Michael Brown,10,54.7,39.7,38.5,45.2,52.1
S0703,Emma Wilson,8,90.7,90.5,99.1,86.8,82.9
S0704,Michael Taylor,10,80.9,64.8,76.9,71.7,78.2
S0705,John Brown,8,69.9,73.3,67.8,88.0,75.3
S0706,John Lee,8,88.1,87.8,79.8,89.7,91.5
S0707,Michael Taylor,10,100.0,100.0,95.3,100.0,100.0
S0708,David Taylor,8,33.1,29.9,29.3,16.7,39.4
S0709,Ava Johnson,10,46.2,52.8,61.7,53.1,42.6
S0710,Noah Johnson,10,46.0,59.6,73.4,72.2,69.9
S0711,Olivia Clark,8,60.3,60.3,57.6,62.4,50.7
S0712,David Davis,8,53.7,53.0,47.4,33.4,47.5
S0713,Michael Taylor,10,68.4,61.2,57.1,58.1,57.9
S0714,Ava Clark,9,46.2,40.0,38.3,36.3,42.0
S0715,Michael Taylor,9,77.0,62.2,87.2,84.4,83.1
S0716,Sarah Wilson,9,52.1,62.1,64.7,68.2,77.3
S0717,Emma Lee,9,80.0,76.4,90.0,67.0,76.7
S0718,Michael Smith,10,74.9,76.2,84.7,73.8,72.7
S0719,Sarah Davis,9,80.1,58.2,61.1,54.2,80.0
S0720,Michael Clark,8,62.5,53.1,54.1,50.7,60.0
S0721,Noah Lee,9,91.4,100.0,94.0,99.6,97.8
S0722,Olivia Johnson,10,57.2,69.8,68.5,75.9,71.9
S0723,Emma Smith,8,29.9,24.3,35.1,20.1,32.1
S0724,Olivia Clark,9,53.9,68.2,73.3,46.3,51.4
S0725,Ava Smith,10,43.1,37.3,28.9,45.6,39.2
S0726,Michael Smith,9,54.7,68.8,67.5,54.1,70.5
S0727,John Wilson,8,55.6,66.6,68.4,65.3,58.5
S0728,David Smith,8,52.1,55.0,57.9,58.4,63.6
S0729,Olivia Johnson,9,94.7,91.8,98.5,100.0,90.3
S0730,Michael Lee,9,63.3,91.2,65.8,72.3,69.6
S0731,Noah Brown,10,65.6,85.0,77.9,75.6,72.8
S0732,John Smith,9,43.9,57.1,54.6,57.3,41.9
S0733,Noah Smith,10,50.1,54.0,52.0,38.8,57.5
S0734,Ava Johnson,8,56.5,58.0,70.6,64.2,58.2
S0735,Noah Smith,9,67.2,78.4,79.5,64.5,62.6
S0736,Olivia Davis,8,44.2,29.0,43.2,34.6,45.7
S0737,Sarah Wilson,9,52.1,64.8,63.1,69.3,58.0
S0738,Olivia Brown,8,64.0,52.5,56.3,70.1,64.1
S0739,Sarah Johnson,9,70.2,45.6,57.2,56.0,53.9
S0740,Emma Johnson,9,49.0,54.9,50.6,53.5,59.0
S0741,Emma Smith,8,52.2,50.3,58.8,68.7,63.5
S0742,Michael Smith,8,71.9,46.7,58.7,55.9,68.5
S0743,Sarah Taylor,9,64.4,71.2,59.4,68.0,71.2
S0744,Emma Smith,10,83.9,92.0,65.6,73.5,75.7
S0745,John Lee,8,86.1,93.8,69.5,82.2,78.5
S0746,Michael Johnson,9,57.9,58.6,58.8,47.6,54.2
S0747,John Brown,8,61.9,58.2,46.3,69.4,68.4
S0748,Sarah Johnson,10,75.0,79.5,64.4,66.2,78.5
S0749,David Taylor,9,83.3,84.2,72.0,83.4,69.6
S0750,Sarah Taylor,10,54.1,55.7,47.8,53.5,58.8
S0751,David Brown,8,78.4,78.3,81.1,73.0,75.6
S0752,Emma Brown,8,80.6,83.5,87.0,90.8,72.0
S0753,David Wilson,9,91.7,90.5,81.7,94.0,87.5
S0754,Olivia Johnson,9,85.7,92.8,90.4,95.5,90.5
S0755,Noah Davis,10,59.7,50.6,55.8,57.6,43.9
S0756,Michael Wilson,10,69.4,76.7,59.9,63.3,53.8
S0757,Ava Brown,10,55.0,75.3,59.3,65.5,53.1
S0758,Emma Clark,9,73.5,67.7,73.4,58.5,60.9
S0759,Sarah Smith,9,72.9,68.8,62.1,62.2,54.3
S0760,Sarah Johnson,9,49.6,38.5,46.4,36.1,34.6
S0761,Noah Davis,8,78.3,79.9,74.3,78.8,72.1
S0762,Emma Wilson,9,53.8,57.4,37.3,50.6,52.6
S0763,David Smith,9,53.5,92.9,77.6,66.9,71.4
S0764,Michael Wilson,8,37.9,43.2,55.8,58.8,51.2
S0765,John Clark,8,49.8,42.3,55.9,48.0,41.5
S0766,John Smith,9,64.4,72.5,72.2,66.8,70.1
S0767,Olivia Wilson,9,60.5,71.0,68.2,67.6,57.7
S0768,Noah Smith,10,74.2,90.3,72.5,81.8,79.0
S0769,Emma Smith,9,100.0,95.0,100.0,95.1,92.9
S0770,Ava Lee,10,58.2,77.1,67.3,68.8,77.2
S0771,Sarah Wilson,9,69.6,82.5,80.1,73.2,70.5
S0772,John Lee,8,60.2,53.8,35.5,55.1,56.7
S0773,Emma Lee,8,36.2,37.1,40.5,44.0,35.8
S0774,Ava Taylor,10,97.7,100.0,100.0,100.0,85.3
S0775,Sarah Smith,9,46.7,60.5,45.6,49.4,53.7
S0776,Michael Taylor,8,53.1,53.5,46.8,46.8,58.1
S0777,David Lee,9,73.6,66.4,57.7,63.4,78.1
S0778,Sarah Wilson,10,69.9,65.8,66.6,53.4,64.3
S0779,Olivia Taylor,9,58.2,50.3,45.1,42.7,65.7
S0780,Olivia Taylor,8,51.3,65.6,59.0,56.3,58.2
S0781,Michael Brown,8,94.0,85.3,91.9,94.2,93.9
S0782,Emma Clark,10,45.7,45.7,46.9,52.2,45.0
S0783,David Johnson,10,45.2,34.7,49.4,39.2,46.5
S0784,Olivia Lee,10,82.5,74.5,87.1,90.3,61.7
S0785,Olivia Clark,10,77.2,75.1,81.7,85.7,64.3
S0786,John Brown,8,58.2,55.3,56.6,65.5,59.2
S0787,Ava Taylor,8,33.3,41.8,66.0,33.3,29.6
S0788,Emma Brown,8,42.7,57.5,61.9,49.5,56.9
S0789,David Taylor,8,71.5,59.5,67.1,79.0,71.8
S0790,John Lee,10,85.5,95.8,77.0,86.0,80.0
S0791,Michael Wilson,10,58.0,46.7,48.0,46.7,41.1
S0792,David Johnson,8,63.7,60.6,75.5,69.8,60.3
S0793,Ava Brown,10,65.0,80.1,89.9,84.3,68.5
S0794,Noah Smith,9,35.0,12.6,39.1,22.7,26.5
S0795,Noah Smith,8,79.0,75.6,88.2,83.7,82.8
S0796,Ava Brown,10,49.2,54.3,36.4,53.9,44.0
S0797,Sarah Smith,10,65.5,56.8,74.6,61.4,84.1
S0798,Ava Wilson,9,82.5,78.3,59.4,69.4,63.6
S0799,Ava Davis,10,75.7,94.8,70.9,73.8,93.9
S0800,Noah Davis,9,71.5,71.3,76.1,66.3,65.9
S0801,Michael Davis,10,28.2,29.7,31.5,22.9,27.9
S0802,Noah Brown,9,44.1,61.8,60.1,56.7,62.3
S0803,John Clark,10,70.3,63.9,71.6,65.0,76.7
S0804,Emma Lee,8,75.2,69.2,66.5,57.1,58.9
S0805,Emma Wilson,8,69.1,67.7,65.2,73.5,77.5
S0806,Noah Wilson,10,81.2,74.2,77.2,68.9,81.4
S0807,Ava Davis,8,53.1,68.7,63.1,78.6,70.8
S0808,John Wilson,8,61.7,64.7,45.9,71.0,66.9
S0809,Noah Lee,10,33.4,45.1,41.8,35.2,50.8
S0810,John Clark,8,51.6,56.6,52.1,56.5,61.9
S0811,Michael Smith,9,80.7,61.9,79.0,75.0,76.6
S0812,Olivia Smith,8,45.3,39.3,56.8,31.7,53.3
S0813,David Clark,8,74.1,78.7,70.5,79.8,63.8
S0814,David Lee,10,76.9,94.7,84.7,100.0,83.6
S0815,Sarah Wilson,8,52.1,70.6,62.1,66.4,59.3
S0816,David Clark,8,7.3,13.3,1.6,15.4,11.7
S0817,John Clark,10,52.6,51.1,45.9,50.9,62.2
S0818,Sarah Lee,10,78.7,93.7,91.8,100.0,93.6
S0819,Emma Lee,8,50.5,53.6,53.1,64.5,50.7
S0820,Emma Brown,10,30.5,26.0,49.5,16.4,42.9
S0821,Ava Smith,9,99.1,96.4,73.0,89.7,77.6
S0822,Sarah Lee,10,71.8,45.3,68.7,86.2,62.0
S0823,Emma Brown,8,78.6,89.5,75.1,88.1,93.1
S0824,Michael Davis,10,80.3,66.1,77.1,60.6,70.2
S0825,Olivia Taylor,9,66.8,69.5,75.1,75.0,60.2
S0826,Emma Smith,10,79.3,84.7,74.2,61.0,75.6
S0827,John Lee,9,65.7,70.8,69.0,86.4,73.4
S0828,Emma Wilson,10,100.0,96.4,95.7,94.2,100.0
S0829,Noah Taylor,9,77.7,79.9,88.4,81.5,76.1
S0830,Noah Brown,8,31.9,43.4,54.3,33.3,48.5
S0831,David Lee,10,70.8,69.0,76.4,68.2,86.8
S0832,Emma Lee,10,85.9,71.1,76.5,95.6,76.9
S0833,David Johnson,8,80.7,77.7,87.4,85.5,83.1
S0834,Noah Davis,9,63.0,68.8,78.0,54.1,61.7
S0835,David Davis,9,79.4,84.6,84.9,74.9,77.2
S0836,Noah Lee,9,85.2,83.9,91.9,65.3,82.4
S0837,Michael Taylor,10,100.0,100.0,100.0,96.6,100.0
S0838,Ava Clark,10,52.9,48.1,53.1,54.3,51.4
S0839,Emma Johnson,8,53.8,70.7,62.2,65.1,57.7
S0840,Olivia Lee,10,61.7,59.0,63.7,56.0,61.1
S0841,Olivia Smith,9,62.0,54.0,51.4,70.1,58.9
S0842,John Taylor,10,67.7,59.9,44.7,45.4,46.4
